"Menu","Code","Label","DB"
"nosfst.mnu","живопись","живопись","Deposit"
"nosfst.mnu","изображение","изображение","Deposit"
"nosfst.mnu","картон, тушь","картон, тушь","Deposit"
"nosfst.mnu","кодирующая карта","кодирующая карта","Deposit"
"nosfst.mnu","коллаж","коллаж","Deposit"
"nosfst.mnu","литогр.","литогр.","Deposit"
"nosfst.mnu","литогр. раскраш.","литогр. раскраш.","Deposit"
"nosfst.mnu","литогр. тоновая","литогр. тоновая","Deposit"
"nosfst.mnu","офорт, пунктир","офорт, пунктир","Deposit"
"nosfst.mnu","офсет","офсет","Deposit"
"nosfst.mnu","офсет цв.","офсет цв.","Deposit"
"nosfst.mnu","пунктир, акватинта, офорт","пунктир, акватинта, офорт","Deposit"
"nosfst.mnu","резц. грав., офорт","резц. грав., офорт","Deposit"
"nosfst.mnu","рис.","рис.","Deposit"
"nosfst.mnu","схема","схема","Deposit"
"nosfst.mnu","тех.чертеж","тех.чертеж","Deposit"
"nosfst.mnu","трафарет","трафарет","Deposit"
"nosfst.mnu","трафарет цв.","трафарет цв.","Deposit"
"nosfst.mnu","фотогравюра","фотогравюра","Deposit"
"nosfst.mnu","фотомеханическая продукция","фотомеханическая продукция","Deposit"
"nosfst.mnu","фотонегатив","фотонегатив","Deposit"
"nosfst.mnu","фототип.","фототип.","Deposit"
"nosfst.mnu","хромолитогр.","хромолитогр.","Deposit"
"nosfst.mnu","хромолитогр. на картоне","хромолитогр. на картоне","Deposit"
"nosfst.mnu","цинкогр.","цинкогр.","Deposit"
"ste.mnu","0","Для ЭК - отдельный экземпляр, поступил по месту хранения","Deposit"
"ste.mnu","R","Для ЭК - группа экз-ров. Размножение с вводом инвентарных номеров","Deposit"
"ste.mnu","U","Для ЭК ВУЗа - группа экз-ров (Безинв.учет). Размножения не требуется","Deposit"
"ste.mnu","C","Группа экземпляров для библиотеки сети. Размножения не требуется","Deposit"
"ste.mnu","E","Сетевой локальный ресурс","Deposit"
"ste.mnu","8","Номер журнала/газеты поступил, но еще не дошел до места хранения","Deposit"
"ste.mnu","2","Отдельный экземпляр в библиотеку еще не поступал, ожидается","Deposit"
"ste.mnu","3","В переплете","Deposit"
"ste.mnu","4","Утерян","Deposit"
"ste.mnu","5","Временно не выдается","Deposit"
"ste.mnu","6","Списан","Deposit"
"ste.mnu","p","Номер журнала/газеты переплетен (входит в ""подшивку"")","Deposit"
"ste.mnu","1","Выдан читателю","Deposit"
"ste.mnu","9","На бронеполке","Deposit"
"stw.mnu","6","Списан","Deposit"
"stw.mnu","0","Для ЭК - отдельный экземпляр","Deposit"
"stw.mnu","U","Для ЭК ВУЗа - группа экз-ров (Безинв.учет). Размножения не требуется","Deposit"
"stw.mnu","C","Группа экземпляров для библиотеки сети. Размножения не требуется","Deposit"
"stw.mnu","R","Для ЭК - группа экз-ров. Размножение с вводом инвентарных номеров","Deposit"
"stw.mnu","2","Отдельный экземпляр в библиотеку еще не поступал, ожидается","Deposit"
"stw.mnu","3","В переплете","Deposit"
"stw.mnu","p","Номер журнала/газеты переплетен (входит в ""подшивку"")","Deposit"
"stw.mnu","4","Утерян","Deposit"
"stw.mnu","5","Временно не выдается","Deposit"
"stw.mnu","1","Выдан читателю","Deposit"
"stw.mnu","E","Сетевой локальный ресурс","Deposit"
"stm.mnu","0","Для ЭК - отдельный экземпляр","SK"
"stm.mnu","6","Списан","SK"
"stm.mnu","R","Для ЭК - группа экз-ров. Размножение с вводом инвентарных номеров","SK"
"stm.mnu","3","На реставрации","SK"
"stm.mnu","4","Утерян","SK"
"stm.mnu","5","Временно не выдается из хранения","SK"
"stm.mnu","1","В постоянной экспозиции","SK"
"kp.mnu","ГПНТБ","ГПНТБ РОССИИ","IBIS"
"kp.mnu","CC","Computer Center","IBIS"
"kp.mnu","ISG","Interloc systems group","IBIS"
"kp.mnu","ОСТ","АО ""ИнерОСТ - Диалог""","IBIS"
"kp.mnu","ВИ","ВИНИТИ","IBIS"
"kp.mnu","Вы","Выставка","IBIS"
"kp.mnu","ГК","ГКНТ","IBIS"
"kp.mnu","Др","Дары","IBIS"
"kp.mnu","ЖУР","Журнальная группа","IBIS"
"kp.mnu","ИОХ","Институт органической химии","IBIS"
"kp.mnu","К+Д","ИЧП ""К+Д""","IBIS"
"kp.mnu","Д1","Магазин N 1 ""Дружба""","IBIS"
"kp.mnu","120","Магазин N 120","IBIS"
"kp.mnu","20","Магазин N 200 ""Москнига""","IBIS"
"kp.mnu","79","Магазин N 79 ""Москнига""","IBIS"
"kp.mnu","64","Магазин N64 ""Прогресс""","IBIS"
"kp.mnu","МБА","МБА","IBIS"
"kp.mnu","МАК","Мед. и АК","IBIS"
"kp.mnu","МКО","Международный книгообмен","IBIS"
"kp.mnu","МК","Межкнига","IBIS"
"kp.mnu","НТЦ","НТЦ ""Нанотроника""","IBIS"
"kp.mnu","ПМ","Производственная мастерская","IBIS"
"kp.mnu","РО","Разные организации","IBIS"
"kp.mnu","РЦ","Репроцентр ГПНТБ","IBIS"
"kp.mnu","ТОО","ТОО ""УНИВЕРСУМ""","IBIS"
"kp.mnu","ЦБ","Центральная оптовая книжная база","IBIS"
"kp.mnu","ЦКБ","Центральный коллектор библиотек","IBIS"
"kp.mnu","Покупка","Покупка","IBIS"
"kp.mnu","Книгообмен","Книгообмен","IBIS"
"kp.mnu","Дары","Дары","IBIS"
"pst.mnu","k","закупка","SK"
"pst.mnu","d","дар","SK"
"pst.mnu","p","передача","SK"
"pst.mnu","m","полевые материалы","SK"
"pst.mnu","z","неизвестен","SK"
"coll.mnu","Арх","Коллекция Архипова А.А.","IMAGE"
"coll.mnu","Кош","Коллекция Кошарова П.М.","IMAGE"
"coll.mnu","Орж","Коллекция оружия","IMAGE"
"coll.mnu","Сун","Коллекция находок со стоянки Сунгирь","IMAGE"
"coll.mnu","Фрф","Коллекция фарфора","IMAGE"
"coll.mnu","Фд","Коллекция фотодокументов","IMAGE"
"val.mnu","Euro","Евро","PODB"
"val.mnu","Aus$","Австраллийские доллары","PODB"
"val.mnu","Osh","Австрийские шиллинги","PODB"
"val.mnu","BFr","Бельгийские франки","PODB"
"val.mnu","Dfl","Голландские флоринты","PODB"
"val.mnu","DKr","Датские кроны","PODB"
"val.mnu","$","Доллары США","PODB"
"val.mnu","Rs","Индийские рупии","PODB"
"val.mnu","C$","Канадские доллары","PODB"
"val.mnu","L","Лиры","PODB"
"val.mnu","DM","Немецкие марки","PODB"
"val.mnu","NZ$","Новозеландские доллары","PODB"
"val.mnu","NKr","Норвежские кроны","PODB"
"val.mnu","Ptas","Писсеты","PODB"
"val.mnu","FM","Финские марки","PODB"
"val.mnu","Fr","Франки","PODB"
"val.mnu","FFr","Французские франки","PODB"
"val.mnu","PhD","Фунты стерлингов (паунд)","PODB"
"val.mnu","SvKr","Шведские кроны","PODB"
"val.mnu","SFr","Швейцарские франки","PODB"
"val.mnu","R","Южноафриканские рэнды","PODB"
"val.mnu","Y","Японские йены","PODB"
"val.mnu","","","PODB"
"33.mnu","..../0","год","POST"
"33.mnu","..../1","первое полугодие","POST"
"33.mnu","..../2","второе полугодие","POST"
"33.mnu","..../1-1","первый квартал (январь-март)","POST"
"33.mnu","..../1-2","второй квартал (апрель-июнь)","POST"
"33.mnu","..../1-3","третий квартал (июль-сентябрь)","POST"
"33.mnu","..../1-4","четвертый квартал (октябрь-декабрь)","POST"
"33.mnu","..../P:N-K","нестандартный период: c N-го месяца по К-ый","POST"
"prsp.mnu","a устаревшие","Устаревшие по содержанию","IMAGE"
"prsp.mnu","b непрофильные","Непрофильные","IMAGE"
"prsp.mnu","c ветхие","Ветхие","IMAGE"
"prsp.mnu","d узкого спроса","Узкого спроса","IMAGE"
"prsp.mnu","e утерянные","Утерянные абонентом","IMAGE"
"prsp.mnu","f погибшие","Погибшие (в том числе в результате аварии)","IMAGE"
"prsp.mnu","g излишние экз-ры","Излишняя экземплярность","IMAGE"
"prsp.mnu","h окончание срока","Окончание срока действия","IMAGE"
"prsp.mnu","i пропажа","пропажа с выставок или в процессе обслуживания","IMAGE"
"prsp.mnu","j отсутствие в фонде","Длительное отсутствие в фонде по неустановленной причине","IMAGE"
"prsp.mnu","l отзыв изданий","Отзыв изданий РКП или другими организациями","IMAGE"
"prsp.mnu","x","Другие","IMAGE"
"prsp.mnu","","","IMAGE"
"vp.mnu","1","Передача заданного комплекта (экз.) отдельных NN журналов","CMPL"
"vp.mnu","2","Передача заданного комплекта (экз.) всех NN журналов за год","CMPL"
"otkaz.mnu","01","Занято","RQST"
"otkaz.mnu","02","Нет на месте","RQST"
"otkaz.mnu","03","Нет на месте и по топокаталогу","RQST"
"otkaz.mnu","04","В переплете","RQST"
"otkaz.mnu","05","Списано","RQST"
"otkaz.mnu","06","Лакуна","RQST"
"otkaz.mnu","07","Дефектный","RQST"
"otkaz.mnu","08","Ветхий","RQST"
"otkaz.mnu","09","Перенаправление","RQST"
"otkaz.mnu","*","Прочие","RQST"
"reservstatus.mnu","0","отправлен с места хранения на место выдачи","RQST"
"reservstatus.mnu","1","получен с места хранения/находится по месту выдачи/предназначен для выдачи читателю","RQST"
"reservstatus.mnu","2","получен от читателя/находится по месту выдачи/предназначен для выдачи читателю","RQST"
"reservstatus.mnu","3","получен от читателя/находится по месту выдачи/предназначен для возврата по месту хранения","RQST"
"reservstatus.mnu","4","отправлен с места выдачи на место хранения","RQST"
"return.mnu","20","20 дн.","RDRV"
"return.mnu","30","30 дн.","RDRV"
"return.mnu","50","50 дн.","RDRV"
"return.mnu","60","60 дн.","RDRV"
"900t.mnu","a","текстовые материалы, кроме рукописных; в том числе печатные текстовые материалы, микроформы, а также электронные текстовые материалы.","Deposit"
"900t.mnu","a1","Препринт","Deposit"
"900t.mnu","a2","ксерокопия","Deposit"
"900t.mnu","b","текстовые материалы, рукописные; в том числе микроформы и оцифрованные рукописные текстовые материалы.","Deposit"
"900t.mnu","c","музыкальные партитуры, кроме рукописных; в том числе печатные музыкальные партитуры, микроформы, а также электронные музыкальные партитуры.","Deposit"
"900t.mnu","d","музыкальные партитуры, рукописные; в том числе микроформы и оцифрованные рукописные музыкальные партитуры.","Deposit"
"900t.mnu","e","картографические материалы, кроме рукописных; в том числе географические карты, атласы, глобусы, цифровые географические карты, а также другие картографические материалы.","Deposit"
"900t.mnu","f","картографические материалы, рукописные; в том числе микроформы и оцифрованные рукописные географические карты.","Deposit"
"900t.mnu","g","кинофильмы, проекционные и видеоматериалы (без уточнения)","Deposit"
"900t.mnu","g1","видеозаписи","Deposit"
"900t.mnu","g2","кинофильмы","Deposit"
"900t.mnu","g3","проекционные материалы (диафильмы, слайды, пленки, НО для непроекционной двухмерной графики-см. ""k"" ниже).","Deposit"
"900t.mnu","i","звукозаписи, немузыкальные","Deposit"
"900t.mnu","j","звукозаписи, музыкальные","Deposit"
"900t.mnu","k","двухмерная графика (изоматериал, иллюстрации, чертежи и т. п.-графики, схемы, коллажи, компьют.графика, рисунки, ""duplication masters"", живописные изображения, фотонегативы, фотоотпечатки, почтовые открытки, плакаты, эстампы, ""spirit masters"", технические чертежи, фотомеханические репродукции, а также репродукции перечисленных выше материалов.","Deposit"
"900t.mnu","l","компьютерные файлы. Включает следующие классы электронных ресурсов: программное обеспечение (в том числе программы, игры, шрифты), числовые данные, мультимедиа, онлайновые системы или службы. Для этих классов материалов, если существует важный аспект, требующий отнесения материала к иной категории, определяемой значением кода поз.6 маркера, вместо кода l используется код, соответствующий данному аспекту (например, картографические векторные изображения кодируются как картографические материалы, а не как числовые данные). Другие классы электронных ресурсов кодируются в соответствии с наиболее важными аспектами ресурса (например, текстовый материал, графика, картографический материал, музыкальная или не-музыкальная звукозапись, движущееся изображение). В случаях, если наиболее важный аспект не может быть определен однозначно, документ кодируется как ""компьютерный файл"".","Deposit"
"900t.mnu","l1","сайт","Deposit"
"900t.mnu","l2","электронный журнал","Deposit"
"900t.mnu","m","мультимедиа (документ, содержащий компоненты двух или более видов; ни один из компонентов не является основным в наборе)","Deposit"
"900t.mnu","m2","комплект (документ, содержащий информацию на разных носителях, включая текстовый документ)","Deposit"
"900t.mnu","r","трехмерные художественные объекты и реалии. Включает искусственные объекты, такие как: модели, диорамы, игры, головоломки, макеты, скульптуры и другие трехмерные художественные объекты и их репродукции, экспонаты, устройства, предметы одежды, игрушки, а также естественные объекты, например: препараты для микроскопа и другие предметы, смонтированные для визуального изучения.","Deposit"
"900t.mnu","1","Шрифт Брайля И Муна","Deposit"
"900t.mnu","2","Шрифт Брайля (РТШ - рельефно-точечный шрифт)","Deposit"
"900t.mnu","3","Шрифт Муна","Deposit"
"900t.mnu","4","УШ (укрупненный шрифт)","Deposit"
"900t.mnu","5","Тактильное издание","Deposit"
"900t.mnu","6","РГП (рельефно-графическое пособие)","Deposit"
"cn.mnu","a","для юношества, общего характера","IMAGE"
"cn.mnu","b","для детей ясельного возраста, 0-5 лет","IMAGE"
"cn.mnu","c","для детей младшего возраста, 5-10 лет","IMAGE"
"cn.mnu","c1","для детей от 5 до 7 лет","IMAGE"
"cn.mnu","c2","для детей от 8 до 10 лет","IMAGE"
"cn.mnu","c3","Для учащихся 1-4 классов","IMAGE"
"cn.mnu","d","для детей среднего возраста, 9-14 лет","IMAGE"
"cn.mnu","d1","Для учащихся 5-9 классов","IMAGE"
"cn.mnu","e","для юношества, возраст 14-20 лет","IMAGE"
"cn.mnu","e1","Для учащихся 10-11 классов","IMAGE"
"cn.mnu","k","для взрослых, научная","IMAGE"
"cn.mnu","k1","для взрослых, заочная форма обучения","IMAGE"
"cn.mnu","m","для взрослых, общего характера","IMAGE"
"cn.mnu","m1","для взрослых - преподавателей отдельных предметов","IMAGE"
"cn.mnu","m2","для взрослых - воспитателей д/садов","IMAGE"
"cn.mnu","m3","для взрослых - родителей","IMAGE"
"cn.mnu","u","неизвестно","IMAGE"
"il.mnu","a-ил.","Иллюстрации без уточнения (издание на кириллице)","Deposit"
"il.mnu","a-il.","Иллюстрации без уточнения (издание на латинице)","Deposit"
"il.mnu","a-цв. ил.","Иллюстрации цветные","Deposit"
"il.mnu","b-карты","Карты","Deposit"
"il.mnu","c-портр.","Портреты","Deposit"
"il.mnu","d-м.карты","Карты морские","Deposit"
"il.mnu","e-планы","Планы","Deposit"
"il.mnu","f-вкл. л.","Вкладные листы","Deposit"
"il.mnu","g-муз. пр.","Музыкальное произведение (в текстовой форме)","Deposit"
"il.mnu","h-факс.","Факсимиле","Deposit"
"il.mnu","i-гербы","Гербы","Deposit"
"il.mnu","j-генеалогич. табл.","Генеалогические таблицы, схемы","Deposit"
"il.mnu","k-формы","Формы (бланки, анкеты и т.д.)","Deposit"
"il.mnu","l-обр.","Образцы (шаблоны и т.п.)","Deposit"
"il.mnu","n-transp.","Транспаренсы (Transparencies - прозрачные пленочные материалы)","Deposit"
"il.mnu","o-орн.","Орнаменты, раскрашенные буквы в рукописи","Deposit"
"il.mnu","a-рис.","Рисунки","Deposit"
"il.mnu","a-табл.","Таблицы","Deposit"
"il.mnu","a-граф.","Графики","Deposit"
"il.mnu","a-фот.","Фотографии (без уточнения)","Deposit"
"il.mnu","a-фот. цв.","Фотографии цветные","Deposit"
"200b.mnu","Видеозапись","","kzd"
"200b.mnu","Звукозапись","","kzd"
"200b.mnu","Изоматериал","","kzd"
"200b.mnu","Карты","","kzd"
"200b.mnu","Кинофильм","","kzd"
"200b.mnu","Комплекс объектов","","kzd"
"200b.mnu","Микроформа","","kzd"
"200b.mnu","Мультимедиа","","kzd"
"200b.mnu","Ноты","","kzd"
"200b.mnu","Предмет","","kzd"
"200b.mnu","Рукопись","","kzd"
"200b.mnu","Текст","","kzd"
"200b.mnu","Шрифт Брайля","","kzd"
"200b.mnu","Электронный ресурс","","kzd"
"200b.mnu","Brail","Шрифт Брайля","kzd"
"200b.mnu","Cartographic material","Карты","kzd"
"200b.mnu","Electronic resource","Электронный ресурс","kzd"
"200b.mnu","Graphic","Изоматериал","kzd"
"200b.mnu","Kit","Комплект","kzd"
"200b.mnu","Manuscript","Рукопись","kzd"
"200b.mnu","Microform","Микроформа","kzd"
"200b.mnu","Motion picture","Кинофильм","kzd"
"200b.mnu","Multimedia","Мультимедиа","kzd"
"200b.mnu","Music","Ноты","kzd"
"200b.mnu","Object","Предмет","kzd"
"200b.mnu","Sound recording","Звукозапись","kzd"
"200b.mnu","Text","Текст","kzd"
"200b.mnu","Videorecording","Видеозапись","kzd"
"idr.mnu","[и др.]","","IMAGE"
"idr.mnu","[et al.]","","IMAGE"
"danet.mnu","1","ДА","kzd"
"di.mnu","1","Инверсия фамилии и инициалов не допускается","IMAGE"
"di.mnu","2","Число слов в фамилии (откорректировать число)","IMAGE"
"df.mnu","1","Отменить умолчание","kzd"
"etr.mnu","ПК","Создание записи","IBIS"
"etr.mnu","РЗ","Размещение заказа","IBIS"
"etr.mnu","ИЗ","Исполнение заказа","IBIS"
"etr.mnu","КТ","Каталогизация","IBIS"
"etr.mnu","С","Систематизация","IBIS"
"etr.mnu","obrzv","Обработка записи завершена","IBIS"
"etr.mnu","ПРФ","Проверка фонда","IBIS"
"etr.mnu","РЖ","Регистрация периодики","IBIS"
"etr.mnu","ДК","Докомплектование","IBIS"
"etr.mnu","КР","Корректура","IBIS"
"etr.mnu","ВБ","Выбытие","IBIS"
"etr.mnu","ПФ","Передача в другое подразделение","IBIS"
"etr.mnu","ZU","Запись получена по обмену в формате UNIMARC","IBIS"
"etr.mnu","ZS","Запись получена по обмену в формате USMARC","IBIS"
"etr.mnu","ОБРНЗ","Обработка не завершена (читателю не выдается)","IBIS"
"29.mnu","Лишен права пользования до","","RDRV"
"29.mnu","Утерян билет","","RDRV"
"29.mnu","Оплатить ксерокс","","RDRV"
"29.mnu","Уточнить данные","","RDRV"
"29.mnu","Вернуть иностранную литературу","","RDRV"
"29.mnu","Оплатить билет","","RDRV"
"vdu.mnu","01","Газета","Deposit"
"vdu.mnu","02","Журнал","Deposit"
"vdu.mnu","03","Многотомное издание","Deposit"
"vdu.mnu","04","Продолжающееся издание","Deposit"
"vdu.mnu","05","Однотомное издание","Deposit"
"vdu.mnu","07","Монографическая серия","Deposit"
"vdu.mnu","08","Статья из журнала","Deposit"
"vdu.mnu","09","Статья из сборника (однотомник)","Deposit"
"vdu.mnu","10","Статья из сборника (том многотомника)","Deposit"
"vdu.mnu","12","Статья из газеты","Deposit"
"vdu.mnu","16","Статья из сборника (выпуск продолж. издания)","Deposit"
"vdu.mnu","17","Статья из сборника (выпуск монографической серии)","Deposit"
"dn.mnu","1","Не переведен","RDR"
