"Field","Subfield","Label","EditTypes","InputAid","Occurs","DBs"
"500","2","Код системы предметизации","0=text; 1=menu(.mnu)","obn.mnu\\","3","3"
"500","3","Номер авторитетной / нормативной записи","0=text",,"2","2"
"500","4","Код отношения","1=menu(.mnu)","otn.mnu","1","1"
"500","5","Название части (раздела)","2=dict(,pref=)","IBIS,T=,@!tmov0","1","1"
"500","6","Тематический подзаголовок","2=dict(,pref=)",",P=,@!smov","1","1"
"500","7","Графика","1=menu(.mnu)","gr.mnu\\2","1","1"
"500","8","Язык каталогизации","1=menu(.mnu)","kat.mnu\\2","1","1"
"500","9","Признак ввода имени лица","1=menu(.mnu)","pr.mnu","1","1"
"500","A","Унифицированное заглавие","0=text; 2=dict(,pref=)","ATHRA,A=,@!amov","3","3"
"500","B","Общее обозначение материала","0=text",,"3","3"
"500","C","Идентифицирующие признаки имени","1=menu(.mnu)","Avt_Dop.mnu\\2","1","1"
"500","D","Римские цифры","1=menu(.mnu)","rc.mnu","1","1"
"500","F","Даты","0=text",,"1","1"
"500","G","Раскрытие инициалов личного имени","0=text",,"1","1"
"500","h","Номер раздела или тома","0=text",,"2","2"
"500","i","Наименование раздела или части","0=text",,"2","2"
"500","J","Хронологический подзаголовок","2=dict(,pref=)",",HS=,@!smov","1","1"
"500","K","Дата публикации","0=text; 2=dict(,pref=)",",P=,@!smov","3","3"
"500","l","Сведения, относящиеся к заглавию","0=text",,"2","2"
"500","M","Язык","1=menu(.mnu); 2=dict(,pref=)","jz.mnu\\2","3","3"
"500","n","Прочие сведения","0=text",,"2","2"
"500","O","Географический подзаголовок","1=menu(.mnu)","str.mnu\\1","1","1"
"500","Q","Версия (или дата версии) (перевод)","0=text; 1=menu(.mnu)","str.mnu\\1","3","3"
"500","T","Географический подзаголовок","1=menu(.mnu)","str.mnu\\1","1","1"
"500","v","Обозначение тома","0=text",,"2","2"
"500","x","Тематический подзаголовок","0=text",,"2","2"
"500","y","Геогафический подзаголовок","0=text",,"2","2"
"500","Z","Хронологический подзаголовок","0=text; 2=dict(,pref=)","IBIS,T=,@!tmov0","3","3"
"501","!","Индикатор 2","1=menu(.mnu)","ind.mnu","2","2"
"501","0","Индикатор 1: (типа общего заглавия)","1=menu(.mnu)","501.mnu","2","2"
"501","2","Код системы","0=text",,"2","2"
"501","3","Номер авторитетной / нормативной записи","0=text",,"2","2"
"501","a","Общее унифицированное заглавие","0=text",,"2","2"
"501","b","Общее обозначение материала","0=text",,"2","2"
"501","e","Общие унифицированные подзаголовочные данные","0=text",,"2","2"
"501","k","Дата публикации","0=text",,"2","2"
"501","m","Язык","1=menu(.mnu)","jz.mnu\\2","2","2"
"501","x","Тематический подзаголовок","0=text",,"2","2"
"501","y","Географический подзаголовок","0=text",,"2","2"
"501","z","Хронологический подзаголовок","0=text",,"2","2"
"503","A","Заголовок","1=menu(.mnu); 2=dict(,pref=)","uzf.mnu","3","3"
"509","1","Тип наименования","7=yes/no","5091.mnu","3","3"
"509","2","Индикатор заголовка","7=yes/no","5092.mnu","3","3"
"509","3","Ввод через AUTHORITY-файл (N записи)","0=text; 10=authority","ATHRG,G=,2=,@athrgk","3","3"
"509","A","Геогр./тематич. наименование","0=text",,"3","3"
"509","B","Структурное подразделение","0=text",,"3","3"
"509","C","Уточняющий признак","0=text",,"3","3"
"509","E","Идентифицирующий признак","0=text",,"3","3"
"509","F","Даты (к основному тем. наименованию)","0=text",,"3","3"
"509","G","Инвертируемая часть","0=text",,"3","3"
"509","H","Географический термин (1)","1=menu(.mnu)","509h.mnu","3","3"
"509","I","Географический термин (2)","1=menu(.mnu)","509h.mnu","3","3"
"509","J","Географический термин (3)","1=menu(.mnu)","509h.mnu","3","3"
"509","L","Вид издания","1=menu(.mnu)","509L.mnu","3","3"
"509","N","Масштаб","0=text",,"3","3"
"509","X","Даты (к структурному подразделению тем. наименования)","0=text",,"3","3"
"510","-","Название части","0=text; 2=dict(,pref=)","IBIS,T=,@!tmov0","2","1"
"510","!","Код системы предметизации","1=menu(.mnu); 7=yes/no","danet.mnu","2","1"
"510","(","Тип заглавия","0=text",,"1","1"
"510",")","Вид данных","0=text; 1=menu(.mnu)","550.mnu","3","1"
"510",",","Музык.произведение-цифровое обозначение","0=text; 1=menu(.mnu)","125_7.mnu\\","2","1"
"510",".","Дата публикации","0=text","Дата издания документа как часть ПР","2","1"
"510","/","ББК(4)","2=dict(,pref=)","IBIS,U=,","1","1"
"510",":","Общее обозначение материала","0=text; 1=menu(.mnu)","200b.mnu\\","2","1"
"510",";","Музык.произведение - ср-во исполнения","0=text; 1=menu(.mnu)","125_8.mnu\\","2","1"
"510","?","Место проведения мероприятия","0=text; 1=menu(.mnu)","gor.mnu\\1","2","1"
"510","[","ББК(1)","0=text; 2=dict(,pref=)","IBIS,U=,","2","2"
"510","\","ББК(3)","2=dict(,pref=)","IBIS,U=,","1","1"
"510","]","ББК(2)","2=dict(,pref=)","IBIS,U=,","1","1"
"510","+","Подзаголовок формы (сведения к заглавию)","0=text; 1=menu(.mnu)","pzf_200.mnu\\","2","1"
"510","<","Музык.произведение-ключ","0=text; 1=menu(.mnu)","di.mnu","3","2"
"510","=","Номер мероприятия","0=text",,"1","1"
"510",">","Прочие сведения","0=text",,"2","1"
"510","0","Инструктивный текст","0=text",,"5","4"
"510","1","Способ ввода наименования","0=text; 1=menu(.mnu)","Неотъемлемая часть имени(выводится в скобках)","4","3"
"510","2","Обозначение и номер части","0=text; 1=menu(.mnu)","obn.mnu\\","2","1"
"510","3","Номер заимствованной записи из другой БД","0=text",,"4","3"
"510","4","4: Код отношения","1=menu(.mnu)","otn.mnu","1","1"
"510","5","Код формирования ссылки","0=text; 1=menu(.mnu)","kod.mnu","5","4"
"510","6","Сокращение по ГОСТ","0=text","rc.mnu","3","2"
"510","7","Графика","0=text; 1=menu(.mnu)","gr.mnu\\2","5","4"
"510","8","Язык заголовка","0=text; 1=menu(.mnu)","kat.mnu\\2","5","4"
"510","9","9: Признак ввода имени лица","0=text; 1=menu(.mnu)","pr.mnu","4","3"
"510","A","Связанные заголовки АПУ","0=text; 2=dict(,pref=)",",G=,@!cmov","7","6"
"510","B","1-й  Тематический подзаголовок","0=text; 2=dict(,pref=)",",P=,@!smov","7","6"
"510","C","Город местонахождения Коллектива","0=text; 1=menu(.mnu); 2=dict(,pref=)",",P=,@!smov","6","5"
"510","D","Параллельное название","0=text; 1=menu(.mnu); 2=dict(,pref=)",",T=,@!tmov0","13","11"
"510","E","Сведения, относящиеся к названию","0=text; 1=menu(.mnu)","200em.mnu","12","10"
"510","F","Первые сведения об ответственности","0=text; 2=dict(,pref=)",",A=,@!amovf","12","11"
"510","G","Последующие сведения об ответственности","0=text; 1=menu(.mnu); 2=dict(,pref=)",",M=,@!mmovf","11","9"
"510","H","Место проведения Мероприятия - Город 2","0=text; 1=menu(.mnu)","gor.mnu\\1","4","3"
"510","I","Географический термин(2)","0=text; 1=menu(.mnu)","gor.mnu\\1","2","2"
"510","J","Географический термин(3)","0=text; 1=menu(.mnu)","Avt_Dop.mnu\\2","3","2"
"510","K","Начальный эл-т ввода","0=text","Фамилия или Имя","2","1"
"510","M","M","0=text",,"1","1"
"510","N","Номер коллектива","0=text",,"1","1"
"510","O","Географический подзаголовок","0=text; 1=menu(.mnu)","str.mnu\\1","2","1"
"510","P","Наименование коллектива","0=text",,"1","1"
"510","Q","Дата проведения мероприятия","0=text",,"1","1"
"510","S","Страна","1=menu(.mnu)","str.mnu\\1","1","1"
"510","T","Даты","0=text",,"2","1"
"510","U","Способ ввода имени лица","1=menu(.mnu); 7=yes/no","df.mnu","2","2"
"510","V","Географическое наименование(2)","2=dict(,pref=)","IBIS,T=,@!tmov0","2","2"
"510","W","Географическое наименование(3)","0=text; 2=dict(,pref=)",",HG=,@!dmov","3","2"
"510","X","Город издательства(1)","0=text; 1=menu(.mnu)","gor.mnu\\1","3","3"
"510","Y","Город издательства(2)","1=menu(.mnu)","gor.mnu\\1","2","2"
"510","Z","Язык параллельного названия","0=text; 1=menu(.mnu)","jz.mnu\\2","11","9"
"512","!","Индикатор 2","1=menu(.mnu)","ind.mnu","2","2"
"512","0","Индикатор 1: ( значимости заглавия)","1=menu(.mnu)","512.mnu","2","2"
"512","a","Заглавие обложки","0=text",,"2","2"
"512","e","Сведения, относящиеся к заглавию","0=text",,"2","2"
"513","!","Индикатор 2","1=menu(.mnu)","ind.mnu","2","2"
"513","0","Индикатор 1: (значимости заглавия)","1=menu(.mnu)","512.mnu","2","2"
"513","a","Заглавие на дополнительном титульном листе","0=text",,"2","2"
"513","e","Сведения, относящиеся к заглавию","0=text",,"2","2"
"513","h","Номер части","0=text",,"2","2"
"513","i","Наименование части","0=text",,"2","2"
"514","!","Индикатор 2","1=menu(.mnu)","ind.mnu","2","2"
"514","0","Индикатор 1: (значимости заглавия)","1=menu(.mnu)","512.mnu","2","2"
"514","a","Заглавие на первой странице текста","0=text",,"2","2"
"514","e","Сведения, относящиеся к заглавию","0=text",,"2","2"
"515","!","Индикатор 2","1=menu(.mnu); 7=yes/no","ind.mnu","3","3"
"515",")","Вид данных","1=menu(.mnu)","515.mnu","1","1"
"515","/","Хронологический подзаголовок(для 3-го географического подзаголовка)","2=dict(,pref=)",",HS=,@!smov","1","1"
"515","?","Код системы предметизации","1=menu(.mnu)","kspr.mnu","1","1"
"515","[","Хронологический подзаголовок(для 1-го тематического подзаголовка)","2=dict(,pref=)",",HS=,@!smov","1","1"
"515","\","Хронологический подзаголовок(для 2-го географического подзаголовка)","2=dict(,pref=)",",HS=,@!smov","1","1"
"515","]","Хронологический подзаголовок(для 2-го тематического подзаголовка)","2=dict(,pref=)",",HS=,@!smov","1","1"
"515","<","Хронологический подзаголовок(для 3-го тематического подзаголовка)","2=dict(,pref=)",",HS=,@!smov","1","1"
"515",">","Хронологический подзаголовок(для 1-го географического подзаголовка)","2=dict(,pref=)",",HS=,@!smov","1","1"
"515","0","Индикатор 1: (значимости заглавия)","1=menu(.mnu)","512.mnu","2","2"
"515","7","Графика","1=menu(.mnu)","gr.mnu\\2","1","1"
"515","8","Язык каталогизации","1=menu(.mnu)","kat.mnu\\2","1","1"
"515","9","Формальный подзаголовок(аспект)","1=menu(.mnu)","fpz.mnu","1","1"
"515","A","Заглавие на колонтитуле","0=text; 2=dict(,pref=)","ATHRG,L=,@!gmov","3","3"
"515","B","1-й  Тематический подзаголовок","2=dict(,pref=)",",P=,@!smov","1","1"
"515","C","2-й Тематический подзаголовок","2=dict(,pref=)",",P=,@!smov","1","1"
"515","D","3-й Тематический подзаголовок","2=dict(,pref=)",",P=,@!smov","1","1"
"515","E","Географический подзаголовок","1=menu(.mnu)","str.mnu\\1","1","1"
"515","G","Географический подзаголовок","1=menu(.mnu)","str.mnu\\1","1","1"
"515","H","Хронологический подзаголовок (для рубрики)","2=dict(,pref=)",",HS=,@!smov","1","1"
"515","O","Географический подзаголовок","1=menu(.mnu)","str.mnu\\1","1","1"
"516","!","Индикатор 2","1=menu(.mnu)","ind.mnu","2","2"
"516","0","Индикатор 1: (значимости заглавия)","1=menu(.mnu)","512.mnu","2","2"
"516","a","Заглавие на корешке","0=text",,"2","2"
"516","e","Сведения, относящиеся к заглавию","0=text",,"2","2"
"517","9","Роль 500 (выводить в заголовок?)","7=yes/no","netda.mnu","1","1"
"517","A","Вариант названия","2=dict(,pref=)",",T=,@!tmov0","7","6"
"517","E","Сведения, относящиеся к названию","0=text; 1=menu(.mnu); 4=multiline","200e.mnu","7","6"
"517","N","Роль (основная карточка?)","7=yes/no","rols1.mnu","3","3"
"517","T","Тип разночтения","1=menu(.mnu)","trzhm.mnu","7","6"
"517","U","Роль (нужна добавочная карточка ?)","1=menu(.mnu)","rolrz2.mnu","3","3"
"518","!","Индикатор 2","1=menu(.mnu)","ind.mnu","2","2"
"518","0","Индикатор 1: (значимости заглавия)","1=menu(.mnu)","512.mnu","2","2"
"518","a","Основное заглавие, вариант заглавия или ...","0=text",,"2","2"
"520","!","Код системы предметизации","1=menu(.mnu); 7=yes/no","danet.mnu","2","1"
"520","(","Тип заглавия","1=menu(.mnu)","tz_200.mnu","1","1"
"520",")","Вид данных","1=menu(.mnu)","520.mnu","1","1"
"520",",","Музык. произведение - цифровое обозначение","1=menu(.mnu)","125_7.mnu\\","1","1"
"520",".","Дата публикации","0=text",,"1","1"
"520",":","Общее обозначение материала","1=menu(.mnu)","200b.mnu\\","1","1"
